collage_id;brandName;brandId;description;charming_no;cheerful_no;confident_no;contemporary_no;cool_no;corporate_no;daring_no;different_no;distinctive_no;downToEarth_no;dynamic_no;exciting_no;familyOriented_no;feminine_no;friendly_no;glamorous_no;goodLooking_no;hardWorking_no;highQuality_no;honest_no;imaginative_no;independent_no;innovative_no;intelligent_no;leader_no;masculine_no;original_no;outdoorsy_no;real_no;reliable_no;rugged_no;secure_no;sentimental_no;sincere_no;smallTown_no;smooth_no;spirited_no;successful_no;technical_no;tough_no;trendy_no;unique_no;upToDate_no;upperClass_no;western_no;wholesome_no;young_no
1661;Albertsons;20;I associate Albertsons with family and home. Families being together. Families being happy together, happy and healthy kids.;4;5;5;4;3;3;2;3;3;4;5;4;5;3;5;2;5;5;5;5;3;3;2;4;4;2;3;2;5;5;1;5;3;5;3;5;4;5;1;3;2;3;5;2;3;5;3
1723;Albertsons;20;Albertsons is family oriented, old fashioned, calm but boring;1;1;3;1;1;4;1;2;1;3;1;1;5;1;4;1;2;3;3;3;1;1;1;3;3;2;1;1;2;4;1;2;3;2;1;3;2;3;3;2;1;1;2;1;3;2;1
1737;Albertsons;20;I think of freedom and freshness. Like travel and beauty.;2;3;4;3;2;4;3;3;3;5;4;3;4;2;4;1;3;4;4;3;3;3;4;4;4;1;5;3;5;5;2;3;3;4;2;3;3;5;1;1;2;2;3;2;1;4;1
1824;Albertsons;20;Albertsons was right down the street from me growing up.  My mom, my 2 sisters and I spent many days there shopping.  It brings back memories.  It was also a store of choice for the neighborhood moms.;5;4;5;1;3;2;2;3;5;5;5;3;5;1;5;1;3;5;5;5;1;5;3;5;2;5;5;4;5;5;5;5;5;5;5;2;3;5;2;5;1;2;4;1;5;5;1
1827;Albertsons;20;Families having fun, then they get hungry. Sometimes have an ice cream, but everything is fun and smells good, is good for you, and satisfying.;4;5;4;5;4;4;1;1;2;4;2;2;5;3;5;1;4;4;5;4;2;2;4;3;4;2;3;1;5;5;1;3;1;4;4;1;4;4;1;1;1;3;4;3;1;5;3
1830;Albertsons;20;I think about the colors blue and white when I consider Albertson's. These are subdued shades and I think of Alberston's as a peaceful place. I also think about the quiet and serenity of a calm ocean.;5;5;4;4;5;3;2;3;3;4;2;2;5;4;5;2;4;3;5;5;4;4;4;4;4;2;3;2;5;5;1;4;3;5;5;5;3;4;1;1;2;4;4;4;1;5;3
1833;Albertsons;20;"Cornucopia of good living a block away, Albertsons

Festive, healthy, close and satisfying. All that one could ever want or wish for. ";2;5;4;3;2;5;2;2;3;4;4;2;5;3;5;2;4;5;4;5;3;5;2;4;4;4;3;2;5;5;4;5;4;5;4;3;4;4;1;4;1;2;4;2;4;5;2
2053;Albertsons;20;money and groceries;4;4;4;4;4;2;2;2;4;4;2;3;5;2;4;2;5;3;2;4;5;4;4;4;2;3;5;2;3;5;2;4;3;4;5;4;4;4;2;3;2;2;3;2;3;4;2
2089;Albertsons;20;Clean, organized, but also a bit outdoorsy. Open and bright, but with a mechanical feel to it as well.;2;5;3;4;2;4;2;2;3;3;2;2;4;4;5;1;3;4;3;4;3;5;3;4;4;2;4;3;3;5;1;5;2;4;4;4;4;4;3;2;1;3;4;2;4;4;4
2109;Albertsons;20;all describe my collage albertsons in best collagein well good work in ;2;3;3;2;4;4;3;3;3;3;5;2;3;3;4;3;4;3;1;5;3;4;4;4;2;3;2;4;1;3;2;1;5;2;3;2;4;4;3;5;2;3;3;4;2;2;3
2211;Albertsons;20;Openness, freshness, family togetherness, for everyone, amazing.;5;5;5;3;5;3;5;4;4;5;5;4;5;1;5;2;5;5;4;5;4;3;5;4;5;1;5;1;5;5;1;5;5;5;1;5;5;5;1;3;5;3;5;1;1;5;1
2313;Albertsons;20;You can feel relaxed shopping at Albertson's due to their great selection, freshness and dependability.  You save time, energy and money and will be content knowing your family can get what they need at Albertson's.;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;3;5;3;5;5;4;5;5;5;4;5;5;5;3;4;5;5;5;4;3;5;5
2426;Aleve;21;"when people use aleve they need some peace and quiet and that's the theme of this collage.  i used a library because few places are as quiet and calm.    there are few things as peaceful as a nice sunrise, or being by a quiet lake.  all the scenes in this collage are in rural locations, because the last place someone who needs aleve would want to be would be in a crowded, noisy city.  aleve provides relief; just as a nice rural experience does.  and if a rural experience is not possible, a nice ";1;3;5;3;1;2;2;2;3;3;2;3;4;1;3;1;3;5;5;5;2;3;3;5;3;1;2;4;5;5;4;5;2;5;3;2;2;5;1;4;1;3;4;2;1;5;2
2557;Aleve;21;I think of people being able to go on with their lives because they do not have headaches.  I picked pictures of teachers, kids, college students, test takers, moms, dads, and professionals;1;4;4;2;1;5;1;1;1;3;1;1;3;2;2;1;2;4;2;4;1;1;2;4;4;3;3;2;4;5;3;4;1;3;2;3;1;4;1;5;1;1;3;2;1;1;1
2560;Aleve;21;Aleve is used by people in all walks of life, from athletes to office workers.;1;1;1;1;1;2;1;1;1;2;1;1;3;1;1;1;1;4;3;2;1;1;1;2;1;1;1;1;3;5;1;3;1;2;1;2;1;4;1;1;1;1;1;1;1;1;1
2615;Aleve;21;"Clean
Fresh
New Start
Natural
Good For You
Enjoy Life More";3;3;4;3;3;3;3;4;4;4;3;3;4;3;4;2;3;4;5;5;3;4;3;4;4;3;4;3;5;5;4;4;3;5;3;3;3;5;2;4;3;4;5;2;3;3;3
2711;Aleve;21;I chose cold and somewhat clinical photos to represent how I feel about Aleve;1;1;5;1;3;5;1;3;5;1;5;1;1;1;1;1;1;3;4;4;2;5;5;5;3;1;5;1;5;5;3;3;1;3;1;5;1;5;5;5;1;1;5;2;3;1;1
2740;Aleve;21;"When I think of Aleve, I think of 
strong, loyal, hardworking, scientific, rugged, industrial and light.
";2;1;3;2;1;3;4;1;1;4;2;1;2;1;2;1;1;5;2;3;1;4;2;3;4;4;1;4;4;5;5;5;2;3;4;1;2;4;5;5;1;1;2;1;5;3;1
2842;Aleve;21;Aleve is feeling better and having fun. Aleve is enjoying the time you spend with your loved ones. ;1;3;3;1;1;2;1;1;1;3;3;2;1;3;3;3;1;1;1;1;3;3;1;1;1;1;1;1;1;3;1;4;1;3;1;4;3;3;1;1;3;3;4;3;1;3;3
2893;Aleve;21;Calm. Peace. Relax.;2;3;3;4;1;4;1;2;4;3;1;3;4;4;4;1;2;3;4;4;2;2;3;3;3;1;4;1;2;5;3;4;2;3;2;2;2;2;4;2;1;1;3;4;3;4;2
3012;Aleve;21;Since Aleve is a pain reliever, I looked for pictures that could represent the types of activities that could cause someone to need a little help for aches and pains.;3;3;5;3;3;2;5;3;3;3;3;3;3;2;4;2;3;5;4;3;3;4;3;4;4;2;3;3;4;5;4;4;2;3;2;3;3;5;1;4;3;3;4;4;3;3;3
3014;Aleve;21;It is soothing, caring, and healthy. ;1;1;2;2;1;1;1;2;3;3;1;1;3;1;3;1;1;1;4;3;1;2;1;2;3;1;2;1;3;4;1;4;1;2;1;1;1;3;1;1;1;3;2;1;1;3;1
3089;Aleve;21;When I take aleve I feel renewed. Like I will have a horrible headache and then I take it and I can focus again. I can relax. I can sleep. I feel tranquil again.;2;2;5;4;3;2;2;3;3;4;4;2;2;3;3;2;3;5;5;4;2;4;4;4;4;2;4;3;5;5;4;4;2;4;2;4;3;4;2;5;2;3;5;3;3;3;3
3147;Always;23;Always is the most reliable brand that has stood the test of time for females.;1;1;4;1;1;2;1;1;3;5;1;1;1;5;3;1;3;2;4;4;2;3;3;3;5;1;2;1;5;5;1;5;2;4;1;2;3;5;2;1;2;2;3;1;1;4;2
3268;Always;23;I wanted to show all the fun things that can be done while still on your period. Nothing can hold you back.;2;3;3;3;2;4;3;2;3;3;2;2;2;5;3;2;3;3;4;3;2;3;3;2;3;1;2;1;4;4;2;4;2;3;2;2;2;4;1;2;3;2;3;2;2;2;2
3274;Always;23;When I think of Always I think about strength, active, fresh and bold.;4;5;5;3;4;3;3;2;4;4;5;3;4;5;4;2;4;5;4;4;4;2;4;4;2;1;4;1;4;4;3;4;4;4;2;4;4;5;2;2;3;3;4;4;2;4;3
3278;Always;23;I felt words such as fresh, clean, and pure related to the brand Always. I also wanted to portray the beautiful smells of fresh flowers, fresh running water, and clean healthy being. ;3;3;3;1;3;1;1;1;2;2;2;3;1;5;4;3;1;1;3;2;3;2;1;2;1;1;2;1;2;3;1;1;2;3;1;3;4;2;1;1;2;2;1;1;1;2;4
3281;Always;23;Feeling fresh and free;4;5;5;3;3;1;2;3;4;5;2;3;4;5;4;5;4;4;4;3;4;4;3;4;2;1;3;5;4;5;2;5;3;4;2;5;4;5;1;3;4;4;4;4;1;5;4
3284;Always;23;Girlie, outdoors, relax;3;4;4;4;3;1;2;2;4;4;2;2;4;4;4;1;3;4;4;4;2;2;3;3;4;1;2;4;4;4;1;4;4;4;4;4;3;3;3;4;2;2;3;2;2;4;3
3288;Always;23;When I think of always, I think of pink. I think of scents, I think of comfort. I also think of the discomfort cramps can cause. I also think of protection;2;4;3;4;3;2;2;3;3;4;4;2;3;5;3;4;4;2;5;4;4;3;3;3;2;3;3;4;3;2;2;2;4;3;3;4;3;2;3;2;5;4;4;3;3;3;3
3612;Always;23;Always is for women and supports women.;4;3;5;4;4;2;4;4;4;4;4;3;5;5;4;2;4;5;5;4;4;4;4;4;5;1;4;3;4;5;3;5;3;4;1;4;4;5;1;4;2;4;4;3;1;4;3
3620;Always;23;Women going about their daily business.;1;1;3;3;1;1;1;3;3;1;1;1;1;5;1;1;1;1;4;1;1;3;3;1;4;1;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;4
3634;Always;23;I chose images that relate to both nature and femininity. ;4;3;4;4;4;2;4;3;4;4;4;4;4;5;4;3;4;4;4;4;4;4;3;4;4;1;3;4;4;4;2;4;4;4;3;4;4;4;2;2;3;4;4;3;2;3;4
3642;Always;23;women, refresh, clean, bathe, water, soft, cotton, pure, hygiene ;3;3;4;4;3;1;2;2;2;3;3;2;3;5;4;3;3;3;4;4;2;3;3;3;3;1;3;2;4;4;1;4;4;4;2;5;2;3;1;2;3;2;4;2;2;5;3
3651;Always;23;I think of clean and pure. I think of white and being secure. I think of beauty and feeling good.;3;3;5;3;3;2;3;3;3;5;3;2;2;5;3;2;4;5;4;4;3;3;3;4;4;1;3;3;5;5;4;5;3;3;3;3;3;4;2;5;2;3;3;2;3;3;3
3664;Always;23;it's feminine, reliable. Allows for more freedom, kinda like a best friend ;3;4;5;5;4;2;4;2;3;5;4;3;3;5;5;4;5;3;5;4;4;5;4;4;4;1;3;4;4;5;1;5;4;5;2;3;5;5;2;4;3;4;4;3;4;4;4
3922;Amazon;25;I think Amazon is a company that provides all types of goods, through all circumstances and all modes of transportation.;3;2;5;4;4;5;4;2;2;4;3;3;3;2;3;2;2;5;2;2;3;2;4;5;5;2;3;2;2;5;2;3;2;4;1;3;3;3;5;3;2;2;3;1;5;3;2
3928;Amazon;25;amazon feels larger than life (earth, skyscraper). strong, powerful, a leader (ibex, wood barn). represents a fast paced lifestyle (blurred images). gears keep turning no matter what happens.;5;5;4;2;4;5;5;5;4;4;4;5;4;3;3;3;4;5;5;3;4;5;5;5;5;4;5;4;5;5;4;5;5;5;1;4;4;5;5;4;5;4;5;2;5;4;4
3933;Amazon;25;My collage relates to Amazon because it shows the FEEL of the brand. It evokes the same imagery, thoughts, feelings, and emotions of the brand, like Fresh, Fun, Modern, useful, Creative, peaceful, family friendly.;3;4;4;5;4;3;3;3;4;3;5;4;4;2;4;2;4;3;4;3;3;4;4;5;5;2;3;2;3;4;1;3;2;3;1;4;4;5;4;2;4;3;5;2;3;2;4
4122;Amazon;25;packing, deleivery, clothing, cart, payment;3;5;5;4;5;5;5;5;5;3;5;5;5;4;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;2;5;4;5;3;5;5;5;5;5;5;5;5;5;5
4134;Amazon;25;I thought about the variety of things that are available on Amazon and how the products they provide improve your life and interest in hobbies. Books to learn, sports gear, explore our planet and beyond, and hobbies like cars and video games.;4;3;4;3;5;3;4;4;4;4;5;4;3;1;5;4;4;4;4;4;4;4;5;4;4;1;5;3;3;5;1;3;3;3;2;4;4;5;3;1;5;4;5;1;1;3;4
4176;Amazon;25;shopping, packages, computer, spending, products;3;2;5;5;3;5;3;5;5;2;5;3;5;1;3;3;3;5;3;3;5;5;5;3;5;1;5;3;3;5;1;3;1;3;1;5;5;5;5;2;5;5;5;3;5;2;3
4187;Amazon;25;Amazon is modern, fun and the wave of the future.;5;4;5;5;5;3;4;4;5;4;5;4;5;1;5;2;4;5;5;4;4;5;5;5;5;1;4;4;4;5;4;5;4;4;1;4;4;5;2;4;4;5;5;3;1;4;5
4488;Amazon;25;Amazon has a wide reach from music and video to cloud based communication technology and shopping to entertainment, round the globe. They help people get their desired vehicle parts, movies, music household items apparels, electronics and merely any thing delivered to your door step.;4;5;5;4;4;5;5;3;3;4;5;5;4;2;5;4;4;4;4;5;4;5;4;5;5;5;5;5;5;5;4;5;3;5;1;5;4;4;5;3;4;4;4;4;3;5;3
4493;Amazon;25;AMAZON TO ME IS A LITTLE BIT OF EVERYTHING. AMAZON PRIME IS MUSIC, MOVIES AND ANYTHING YOU WANT TO BUY FOR WHATEVER OCCASION YOU NEED IT FOR. MY COLLAGE INCORPORATES MUSIC, MOVIES AND THE VARIETY OF THINGS YOU CAN GET FROM AMAZON.;3;4;5;5;5;4;5;5;5;3;5;4;4;3;5;3;5;5;5;5;5;4;5;4;5;3;5;4;5;5;3;4;3;5;3;4;5;5;5;3;5;5;5;4;3;3;5
4618;Amazon;25;I chose epic, larger than life and interesting pictures to represent Amazon;5;4;4;3;2;5;4;1;5;4;1;3;3;1;4;1;1;3;5;5;3;5;3;5;5;1;5;3;5;5;1;5;1;4;1;5;1;5;1;1;3;5;4;5;3;1;3
99;American Eagle;29;It displays a casual yet beautiful image that is cool without trying too hard.;4;4;4;4;4;3;3;3;4;4;4;3;3;3;4;3;4;2;4;4;3;4;3;3;3;3;3;3;4;4;2;4;2;4;2;4;4;4;3;2;4;3;4;3;3;3;4
106;American Eagle;29;My collage relates to American Eagle because it reminds me of being outdoors experiencing life. It also makes me think of blue hues and softness found in nature. ;3;5;5;1;4;2;2;2;2;5;3;3;4;3;5;1;3;3;5;5;3;4;2;4;2;3;3;5;5;5;5;5;4;5;3;3;5;2;1;4;3;3;3;1;3;4;4
143;American Eagle;29;The classic eras and tones of the pic represent the traditional and pride of the apparel.;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;2;4;3;4
157;American Eagle;29;American eagle makes me think of being a teen. It brings to mind images of school, fall, bonfires, photograpy/art, and the west.;3;3;4;4;3;2;3;2;2;4;3;2;2;1;3;1;3;4;3;4;2;3;2;3;3;3;2;4;4;4;4;3;3;3;4;2;4;3;1;3;3;2;3;1;4;3;4
248;American Eagle;29;I enjoy taking photography pictures and I am usually casually dressed wearing my hoodies form American eagle. I grab a coffee and head out to capture beautiful images and that is what is represented here ;5;4;5;3;4;3;3;4;5;5;2;3;5;1;4;2;4;4;4;5;4;4;2;4;5;4;5;4;5;5;5;5;3;5;1;4;4;4;2;5;4;3;5;3;1;5;3
256;American Eagle;29;remind me of friends and casual;3;2;4;4;3;4;3;2;3;3;3;3;2;3;4;3;3;3;4;3;4;3;2;3;3;3;3;2;4;5;3;3;3;4;2;3;4;4;5;3;3;2;4;3;3;2;4
331;American Eagle;29;Patriotic and colorful. ;5;3;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;4;5;5;5;5;5;5;2;5;5;5;5;4;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5
432;American Eagle;29;"I think of fun in the summer around water and in fields, being comfortable outdoors, mostly younger people who care about their appearance and don't just settle for ""functional"" clothing.";2;2;3;2;3;1;1;2;3;2;2;3;2;2;3;3;4;2;3;2;3;2;2;1;3;3;2;2;3;4;1;2;2;2;2;1;3;4;1;2;4;2;4;3;4;3;4
463;American Eagle;29;Its a cool american fashion product that is very popular among younger people. ;3;5;5;3;5;5;3;1;5;5;3;3;5;3;5;3;5;5;5;5;3;5;3;5;5;5;5;4;5;5;5;5;1;5;1;5;3;5;1;3;5;3;5;3;5;5;5
493;American Eagle;29;Outdoors, nature, beauty;3;2;4;4;4;3;3;3;4;4;3;3;3;3;4;2;4;4;5;4;4;4;4;3;4;3;4;5;4;3;5;3;3;4;3;3;4;5;2;4;3;4;3;3;2;4;4
623;American Eagle;29;It shows the spirit and classic Americana of the brand.;3;3;3;4;3;3;3;3;3;4;4;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;3;3;3;4;3;3;3;3;3;4;4
626;American Eagle;29;It is down to earth and real. It is natural and colorful. It is not over the top or douchey. Basically it is real just like the pictures I have selected. I have a black and white doll, then it gets infused with color and now is colorful. This is what american eagle does.;3;4;4;4;4;1;1;2;4;5;5;4;3;2;5;2;4;4;4;3;3;3;2;4;4;4;2;3;4;4;4;4;3;3;4;3;3;3;3;3;3;2;4;4;2;4;4
732;American Eagle;29;ITS A COMPANY FOR TEENS AND YOUNG ADULTS. ITS FOR PROFIT AMERICAN MODERN CLOTHING COMPANY THAT HAS VARIETY OF ITEMS AND COLORS. ;5;5;5;5;5;5;5;5;5;5;3;5;5;3;5;5;5;5;5;5;5;5;5;5;3;3;1;1;5;5;5;5;1;5;3;5;5;5;1;3;5;1;5;1;5;5;5
829;Anheuser Busch;35;college, bars, party, drunks;1;2;2;3;1;5;2;1;1;1;3;4;1;2;3;1;1;1;1;1;2;2;1;1;3;4;1;3;3;1;1;2;1;1;4;2;4;4;1;2;5;1;1;1;2;1;5
883;Anheuser Busch;35;I looked for people who seemed to be enjoying life and were happy , as well as a few location or activity pictures where I thought someone might enjoy a beer.;3;4;3;3;3;3;1;1;2;4;2;2;2;2;3;1;3;3;3;3;1;3;1;2;3;2;1;3;3;5;3;3;2;3;3;3;2;5;1;2;1;1;3;3;2;3;3
916;Anheuser Busch;35;This is very much unique to the brand.;5;3;4;5;5;4;4;5;4;5;4;3;4;4;3;4;4;5;5;4;3;3;3;4;3;4;4;3;5;5;4;4;3;4;4;4;3;3;4;4;4;5;3;3;3;4;4
947;Anheuser Busch;35;Americans like to play and party, and Anheuser Busch is there for all of it. Baseball, football, grilling and outdoor fun are just a few of the many ways people enjoy this iconic brand. ;2;5;4;3;2;5;1;1;2;5;3;3;4;1;4;1;3;4;4;5;1;1;1;2;5;4;4;5;3;5;4;3;4;5;4;4;4;5;1;4;1;1;3;1;3;3;3
997;Anheuser Busch;35;Anheuser Busch is a popular brand. They use high-quality ingredients in their products. Their products often lead to a fun time with friends.;3;4;4;4;3;4;3;3;3;4;4;3;2;2;4;2;4;4;4;4;3;3;3;3;4;3;3;4;4;4;3;4;3;4;2;4;4;4;2;4;2;3;3;3;3;3;2
1011;Anheuser Busch;35;Anheuser Busch relates to men and sports.;2;4;4;3;3;3;4;3;4;3;5;4;2;1;4;1;3;4;4;4;3;5;4;3;4;5;4;4;4;4;5;4;4;4;2;4;4;4;1;5;3;4;4;3;4;4;4
1125;Anheuser Busch;35;this collage represent the fun in everything what ever you do in life , this is very related to Anheuser Busch brand;3;5;5;3;5;3;5;5;5;3;3;5;3;3;5;3;3;3;3;3;5;5;5;3;3;5;5;5;5;3;4;5;5;3;2;5;5;5;4;3;4;5;5;3;5;5;5
1171;Anheuser Busch;35; all pictures in anheuser busch in mashe in whater in relates in pictures in good ;2;2;4;3;3;3;2;4;3;4;4;3;4;4;5;4;4;4;3;3;3;5;1;3;5;3;2;5;4;4;5;4;4;4;5;5;2;4;3;4;2;3;4;5;3;3;4
1214;Anheuser Busch;35;"I thought of Germany, so I wanted some images I judged to symbolize that. I also felt ""tradition"", it's an older established brand, so I searched for imaged that symbolized something old, established, respected. It also feels fun, like a gathering, so I wanted images of friends and families. It symbolizes fun also with a BBQ, going to a trendy bar. Relaxing is another image, so I wanted images of a forest, beach and mountain. I associate beer with football, so I wanted to throw those in as well.";3;5;5;3;3;3;3;3;4;5;2;2;2;2;5;2;5;5;4;4;4;4;5;5;5;4;3;4;5;5;3;5;2;5;4;4;4;5;1;4;2;3;4;2;1;3;2
1296;Anheuser Busch;35;I associate Anheuser Busch with American pastimes such as football and baseball. The American flag and our country's strength and military. ;3;4;5;4;4;3;4;3;4;5;4;4;3;1;5;1;5;5;4;5;3;5;2;3;5;5;4;3;5;5;5;5;4;5;4;5;5;5;1;5;2;4;4;1;5;4;3
1330;Anheuser Busch;35;It relates to its American way;1;2;3;1;4;1;1;2;2;4;2;3;2;1;4;1;2;4;1;5;1;1;1;2;1;5;4;1;1;3;5;4;3;4;1;4;1;5;1;3;1;1;2;1;5;4;2
1390;Anheuser Busch;35;Show the people who drink it;4;3;2;1;4;4;4;4;2;1;4;4;4;5;2;4;4;5;5;3;4;5;2;5;4;2;4;4;4;5;4;2;4;3;2;4;4;3;4;2;3;5;4;4;5;5;4
1392;Anheuser Busch;35;I selected pictures of people having fun as that is how I see the brand.;3;4;4;3;3;3;3;2;2;4;3;3;1;2;4;2;3;4;3;3;2;3;1;3;4;5;2;4;4;4;3;2;2;3;3;2;4;4;1;4;2;1;2;2;4;4;3
1498;Anheuser Busch;35;A person can get an idea, come to this country, have the opportunity to meet new people and forge a path to make a new business. ;5;1;5;4;5;2;3;3;5;5;4;2;1;1;5;1;4;5;4;5;2;5;3;3;5;5;2;1;3;4;3;5;5;5;3;5;3;5;2;3;3;5;4;2;5;4;2
1538;Anheuser Busch;35;these are nature and fresh like Anheuser Busch;3;1;4;3;3;4;2;2;3;2;2;3;3;3;4;2;4;3;3;3;2;4;3;2;2;4;2;2;4;2;2;2;3;4;3;2;2;3;4;4;3;4;3;4;1;4;3
1547;Aquafina;40;I tried depicting activity, happiness, and freshness with the images I selected. And nature, as well, because Aquafina makes me think of the outdoors.;5;4;5;3;5;3;4;1;1;5;1;3;5;3;5;2;5;5;4;5;5;3;4;4;4;3;3;5;5;5;3;4;4;5;5;5;5;4;1;2;2;1;2;2;3;5;3
1687;Aquafina;40;fresh water;4;4;4;4;5;2;4;2;4;4;5;5;4;3;4;2;4;5;4;4;4;5;5;4;4;3;4;2;5;4;2;5;3;4;2;4;5;5;2;2;4;5;4;2;1;5;3
1689;Aquafina;40;Aquafina reminds me of nature and crisp air.;4;4;5;4;5;3;3;5;4;5;4;4;5;4;5;2;3;4;5;5;4;5;4;4;4;4;3;5;5;5;5;4;3;5;3;5;4;5;2;2;2;4;4;2;3;5;3
1713;Aquafina;40;I looked for pictures that represent the beauty of nature because what could be more natural than water?;3;3;4;3;3;2;1;1;2;3;2;1;1;1;3;1;3;3;3;3;1;2;1;3;2;1;1;3;4;5;1;4;1;3;2;3;1;4;1;1;1;1;3;2;1;3;2
1831;Aquafina;40;Agaufina refreshes me in the same way that I feel refreshed whenever I am out in nature. I chose images of nature and animals to illustrate this feeling.;5;5;4;4;5;1;2;2;3;4;2;2;5;3;5;1;5;3;5;5;3;2;2;5;5;3;3;5;5;5;3;5;2;5;4;5;3;5;1;2;2;3;5;2;4;5;3
1834;Aquafina;40;Purity found in a bottle. Cleansing the mind and body with every sip.;4;5;5;4;5;2;4;3;4;5;5;4;3;5;5;3;5;4;5;5;4;5;4;5;5;3;3;5;5;5;4;5;2;5;2;5;5;4;1;5;4;4;5;4;2;5;5
1965;Aquafina;40;Thinking of Aquafina crisp, clean, and refreshing. I tried to look for bright colors and photos involving enjoyment and fun.;1;4;4;3;5;4;4;4;3;3;3;3;4;2;3;3;3;3;5;3;3;1;3;4;2;3;1;4;3;3;3;4;4;3;2;5;4;5;4;2;3;4;4;3;4;3;3
2078;Aquafina;40;when i think of Aquafina  i think of the importance of staying healthy.  People who buy this product probably pay a little more for water than they would if they chose other brands, but it's worth it because they know Aquafina is known for having only pure ingredients.  that's why i showed people playing  various sports...because taking part in athletics is another good way to take care of your health.  I chose many outdoor scenes because when i think of this product, i think of people who enjoy;4;4;5;5;4;2;3;4;5;5;4;4;3;1;4;3;5;5;5;5;3;4;3;5;5;1;3;5;5;5;2;5;3;5;2;5;4;5;2;2;4;4;5;3;1;5;3
2190;Aquafina;40;Fresh, healthy, strong, for families, responsible, caring, modern, unisex, happy, established, innovative;3;4;4;2;4;2;2;2;3;3;4;2;5;3;4;3;3;4;4;3;3;4;4;3;3;3;3;3;4;4;2;4;4;5;1;4;4;4;1;2;3;3;3;3;3;2;3
2237;Aquafina;40;Aquafina to me means purity and cleanliness. I wanted to show the natural state of the outdoors, away from buildings and city things, but in the country where stuff is clear and natural with no distractions. The earth and nature in a pure state, not a man-made state. Fresh clean and clear water that is nice and refreshing.;2;4;5;2;4;1;1;1;3;5;3;2;5;1;5;1;3;3;4;5;1;3;1;2;3;1;4;5;5;5;2;4;2;4;4;5;3;1;1;1;1;1;5;3;1;4;2
2399;Arbys;41;I chose real, down to earth and calming pictures that remind me of how I feel at Arby's;4;3;4;1;2;3;3;5;4;5;1;2;5;1;4;1;4;3;4;4;4;4;3;5;3;3;5;4;3;4;5;4;2;4;3;4;4;5;1;4;1;3;5;3;4;4;4
2402;Arbys;41;It shows the drive through, the quality beef and roasted flavour, and the great grills;2;4;2;4;2;4;3;3;4;4;3;3;3;2;4;2;3;4;4;3;3;2;4;3;3;5;4;3;4;4;4;2;3;2;5;3;2;2;3;4;2;4;4;2;4;4;2
2510;Arbys;41;Meat fries and food;2;2;3;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;3;4;2;2;3;3;2;2;2;2;2;2;3;1;3;2;2;3;3;3
2545;Arbys;41;Whenever you feel happy, eat at Arbys;5;5;4;2;5;1;1;5;4;3;4;5;5;1;5;4;5;4;5;5;4;4;5;5;5;5;5;3;5;5;1;5;5;5;1;5;5;5;4;1;5;5;5;5;5;4;4
2618;Arbys;41;I chose images of regular people doing regular things throughout the day. It shows that Arbys is good for all people of all ages. It also shows that Arbys is good for a fast paced life and for people on the go.;1;3;1;1;1;1;1;1;2;4;1;1;4;2;2;1;1;2;1;2;1;2;1;1;1;4;1;1;2;3;3;1;4;1;4;1;1;1;2;2;1;1;1;1;5;1;1
2630;Arbys;41;togetherness and fun;1;4;2;2;2;2;2;5;4;5;2;2;4;1;4;1;2;5;3;5;2;4;2;2;1;4;5;4;3;5;4;5;5;5;3;1;2;3;1;4;1;5;2;2;3;4;2
2647;Arbys;41;It is a brand I am familiar with from my childhood, so I get a somewhat comfort feel from it. Also, the logo is represented to me from these pictures.;4;4;4;4;3;2;4;4;4;5;5;3;4;2;4;2;4;5;4;4;4;5;4;5;5;5;5;3;5;5;4;5;4;5;4;3;4;5;2;5;3;4;4;3;5;4;2
2734;Arbys;41;Invokes images of a marketplace, especially somewhere you could go and ask for something specific and get it. Also involves people working toward something, and in a somewhat businesslike manner, but also reminds me of farms and open air and spaces.;2;4;5;3;3;2;2;4;4;3;5;4;3;2;4;1;3;3;3;5;3;4;3;4;2;4;4;4;3;4;4;5;2;4;4;3;3;4;4;3;2;4;4;2;4;3;3
2781;Arbys;41;It is places that I usually east Arbys: at home, outside, in the car.;4;4;4;3;4;2;1;2;5;4;3;4;4;1;4;1;3;4;4;4;4;3;4;4;5;2;5;3;4;5;3;4;5;4;2;2;4;4;2;3;3;2;4;2;2;4;4
2791;Arbys;41;Western, ranches, cows, animals - rugged and hearty look and feel;3;2;4;4;2;3;4;4;3;5;3;4;3;1;2;2;4;5;4;4;4;3;4;2;4;5;4;5;4;4;5;3;2;2;5;3;2;4;2;5;2;2;3;2;5;4;2
